id,document,document_preproced
18536236,"Sustainable Shetland, a group opposed to the development, has announced it intends to seek a judicial review of the Scottish government's decision to approve the development.
The wind farm would be the third biggest in Scotland, run by community company Viking Energy.
Energy Minister Fergus Ewing granted consent for the scheme in April.
Protesters claim the development is too big and would blight the landscape.
Supporters argue it would raise money for the islands, create jobs and help meet renewable energy targets.
The 370MW wind farm is aimed at powering more than 175,000 homes despite Shetland having a population of about 22,000.
It is estimated the wind farm could bring about Â£30m annual income for the local community.",sustain shetland group oppos develop announc intend seek judici review scottish govern decis approv develop wind farm would third biggest scotland run communiti compani vike energi energi minist fergus ewe grant consent scheme april protest claim develop big would blight landscap support argu would rais money island creat job help meet renew energi target mw wind farm aim power home despit shetland popul estim wind farm could bring annual incom local communiti
36289151,"Mr Besigye was the main challenger to President Yoweri Museveni in the country's recent general election, which Mr Museveni won by a landslide.
He insists he was the rightful winner of the polls, but Uganda's top court upheld the official result.
""We have been informed by police today that Besigye appeared in court in Moroto and was charged with treason,"" said his lawyer Erias Lukwago.
Mr Besigye was arrested on Wednesday in downtown Kampala and flown to Moroto, where he has been in custody ever since.
It follows a series of arrests of the opposition leader during the election campaign.
Meanwhile, Mr Museveni was sworn in on Thursday for his fifth elective term, extending his 30-year rule of Uganda.
Foreign observers said the poll had been marred by fear and intimidation.
In a BBC interview, Mr Museveni rejected allegations of vote rigging, and accused Mr Besigye of planning to incite violence.
Responding to criticism from European Union observers that the electoral commission ""lacked independence and transparency"", Mr Museveni told the BBC's Zuhura Yunus that ""those Europeans are not serious"".
""Transparency is what we've been voting for,"" he added.
Mr Museveni, a key ally of the West in the campaign against militant Islamists in the region, seized power in 1986 and is credited with restoring stability to Uganda.
However, critics say he has become increasingly authoritarian.
On Friday, the US said Mr Museveni should ""rein in"" his security forces after they briefly arrested Mr Besigye, and fired tear gas to disperse his supporters in Kampala.",mr besigy main challeng presid yoweri museveni countri recent general elect mr museveni landslid insist right winner poll uganda top court upheld offici result inform polic today besigy appear court moroto charg treason said lawyer eria lukwago mr besigy arrest wednesday downtown kampala flown moroto custodi ever sinc follow seri arrest opposit leader elect campaign meanwhil mr museveni sworn thursday fifth elect term extend -year rule uganda foreign observ said poll mar fear intimid bbc interview mr museveni reject alleg vote rig accus mr besigy plan incit violenc respond critic european union observ elector commiss lack independ transpar mr museveni told bbc zuhura yunus european serious transpar vote ad mr museveni key alli west campaign milit islamist region seiz power credit restor stabil uganda howev critic say becom increas authoritarian friday u said mr museveni rein secur forc briefli arrest mr besigy fire tear gas dispers support kampala
23017045,"North and his fellow Wales wing Alex Cuthbert scored the Lions's tries in the 23-21 win in Brisbane.
Australia would have won had replacement Kurtley Beale not failed with two late penalties.
""It was a remarkable win and a remarkable result,"" North said.
""It was an unbelievable feeling. We won and I got my first [Lions] Test try. It doesn't get much better than that.
""My heart was in my mouth at the end. I think everyone was feeling the same.
""It's always good to get a win, and while it was tough towards the end we are delighted to have got that first win in the series.
""We've spoken a lot about momentum these past few weeks, and that could be huge for us now heading into the second Test next week.""
The Wallabies were leading 7-3 through Israel Folau's converted before the Lions hit back with a fine individual try from North.
The 21-year-old, making his Lions Test debut, effortlessly beat three players during a 60-metre run before crossing for his third try of the tour.
""When the ball dropped out of the sky, my first thought was just to run,"" said North.
""Luckily, I saw a gap and I just went for it. It opened up for me, and I can't begin to tell you how good it felt when I crossed that line.""
North, who has joined Northampton Saints from Scarlets ahead of the 2013-14 season, thought he had struck again just five minutes later when he squeezed over in the corner.
But the television match official ruled a combination of opposite number Israel Folau getting a hand underneath the ball and the Lions wing's free arm hitting the touchline meant no try.
""I felt it was a try. At the end of the day, the TMO makes his call and you have to live with it. But I certainly felt that I had got there,"" North added.
""Perhaps one or two things didn't quite go for us in that regard today, so it makes the win even better.""
The Lions face Melbourne Rebels, led by former Wales number eight Gareth Delve, on Tuesday before next Saturday's second Test against the Wallabies in the same city.
Victory at Melbourne's Etihad Stadium would secure a first Lions Test series win since 1997 but North believes there is room for improvement.
""I definitely think we can play a lot better than we did,"" North added.
""We need to be more clinical, and we need to get a bit more accuracy in our game.
""It's a funny one, really. We know we can play better than that, but we are obviously still delighted to get the win.
""That wasn't our best performance, and we need to keep pushing for next week.""
North's Wales team-mate Cuthbert, who scored the Lions' second try, expects an Australian backlash in the second Test.
""Australia are not going to lie down and let us win this,"" Cuthbert said.
""They're going to put in one hell of an effort and I think they thought they probably could have won that game so they're going to be straight at us again next week. We've got a lot to work on.""",north fellow wale wing alex cuthbert score lion tri - win brisban australia would replac kurtley beal fail two late penalti remark win remark result north said unbeliev feel got first [lions] test tri get much better heart mouth end think everyon feel alway good get win tough toward end delight got first win seri spoken lot momentum past week could huge u head second test next week wallabi lead - israel folau convert lion hit back fine individu tri north -year-old make lion test debut effortless beat three player -metr run cross third tri tour ball drop sky first thought run said north luckili saw gap went open begin tell good felt cross line north join northampton saint scarlet ahead - season thought struck five minut later squeez corner televis match offici rule combin opposit number israel folau get hand underneath ball lion wing free arm hit touchlin meant tri felt tri end day tmo make call live certain felt got north ad perhap one two thing quit go u regard today make win even better lion face melbourn rebel led former wale number eight gareth delv tuesday next saturday second test wallabi citi victori melbourn etihad stadium would secur first lion test seri win sinc north believ room improv definit think play lot better north ad need clinic need get bit accuraci game funni one realli know play better obvious still delight get win best perform need keep push next week north wale team-mat cuthbert score lion second tri expect australian backlash second test australia go lie let u win cuthbert said go put one hell effort think thought probabl could game go straight u next week got lot work
36418082,"Reus, 27, missed the 2014 World Cup and has had recent injury concerns.
Fellow midfielder Schweinsteiger, 31, has not played since picking up a knee injury in March while away with Germany but has been selected by Joachim Low.
Bayer Leverkusen's Julian Brandt, Karim Bellarabi and Hoffenheim's Sebastian Rudy have all been left out.
""The medical staff could not give a clear prognosis for Marco,"" Low said of Reus's omission, which comes on his birthday.
""He has massive injury problems and the medical staff was very sceptical about his ability to last through the coming weeks and such a gruelling tournament.
""It is a bitter decision and bitter for Marco.""
Liverpool midfielder Emre Can, Arsenal's Mesut Ozil and former Gunners attacking midfielder Lukas Podolski, now at Turkish side Galatasaray, have all been included as the world champions search for their first European title since 1996.
Goalkeepers: Manuel Neuer (Bayern Munich), Bernd Leno (Bayer Leverkusen), Marc-Andre ter Stegen (Barcelona)
Defenders: Jerome Boateng (Bayern Munich), Emre Can (Liverpool), Jonas Hector (Cologne), Benedikt Hoewedes (Schalke 04), Mats Hummels (Borussia Dortmund), Shkodran Mustafi (Valencia), Antonio Ruediger (Roma)
Midfielders: Julian Draxler (VfL Wolfsburg), Sami Khedira (Juventus), Joshua Kimmich (Bayern Munich), Toni Kroos (Real Madrid), Thomas Muller (Bayern Munich), Mesut Ozil (Arsenal), Lukas Podolski (Galatasaray), Andre Schurrle (VfL Wolfsburg), Bastian Schweinsteiger (Manchester United), Julian Weigl (Borussia Dortmund).
Forwards: Mario Gomez (Besiktas), Mario Goetze (Bayern Munich), Leroy Sane (Schalke 04)",reus miss world cup recent injuri concern fellow midfield schweinsteig play sinc pick knee injuri march away germani select joachim low bayer leverkusen julian brandt karim bellarabi hoffenheim sebastian rudi left medic staff could give clear prognosi marco low said reus omiss come birthday massiv injuri problem medic staff sceptic abil last come week gruell tournament bitter decis bitter marco liverpool midfield emr arsenal mesut ozil former gunner attack midfield luka podolski turkish side galatasaray includ world champion search first european titl sinc goalkeep manuel neuer (bayern munich) bernd leno (bayer leverkusen) marc-andr ter stegen (barcelona) defend jerom boateng (bayern munich) emr (liverpool) jona hector (cologne) benedikt hoewed (schalk ) mat hummel (borussia dortmund) shkodran mustafi (valencia) antonio ruedig (roma) midfield julian draxler (vfl wolfsburg) sami khedira (juventus) joshua kimmich (bayern munich) toni kroo (real madrid) thoma muller (bayern munich) mesut ozil (arsenal) luka podolski (galatasaray) andr schurrl (vfl wolfsburg) bastian schweinsteig (manchest united) julian weigl (borussia dortmund) forward mario gomez (besiktas) mario goetz (bayern munich) leroy sane (schalk )
34396551,"Prosecutors accuse Fifa president Sepp Blatter of making a ""disloyal payment"" of $2m (Â£1.6m) to Mr Platini.
Mr Platini has provided information to the investigation but said he did so as a witness.
Both men deny any wrongdoing.
Mr Platini has said he is still determined to run for Fifa president once Mr Blatter steps down.
Asked whether criminal proceedings had been opened against him, Mr Platini said: ""Absolutely not. I was heard last week by the Swiss Authorities only as a person providing information and I cooperated fully.""
But this was contradicted by the Swiss attorney general, Michael Lauber, who said: ""We didn't interview Mr Platini as a witness, that's not true. We investigated against him in between as a witness and an accused person.""
Mr Lauber also said he was prepared to search the Uefa headquarters as part of the investigation.
The allegations centre on a payment made to Mr Platini in 2011 at Fifa's expense for work he completed almost a decade earlier.
It came just two months before Uefa gave its backing to Blatter's 2011 presidential campaign, leading some to question the timing of it.
Mr Platini said he was told when starting the work that Fifa would not be able to pay him all the money because of its ""financial situation"".
But Fifa accounts show a revenue surplus of around $83m (Â£55m) from 1999-2002, when Mr Platini undertook the work as a technical adviser.
Fifa was thrown into turmoil this year when the US and Swiss authorities launched separate investigations into corruption at the body.
Mr Blatter is also suspected of signing a contract that was ""unfavourable to Fifa"". He is due to stand down next year, but says he will carry on in the role despite the criminal proceedings.",prosecutor accus fifa presid sepp blatter make disloy payment $m ( m) mr platini mr platini provid inform investig said wit men deni wrongdo mr platini said still determin run fifa presid mr blatter step ask whether crimin proceed open mr platini said absolut heard last week swiss author person provid inform cooper fulli contradict swiss attorney general michael lauber said interview mr platini wit true investig wit accus person mr lauber also said prepar search uefa headquart part investig alleg centr payment made mr platini fifa expens work complet almost decad earlier came two month uefa gave back blatter presidenti campaign lead question time mr platini said told start work fifa would abl pay money financi situat fifa account show revenu surplus around $m (m) - mr platini undertook work technic advis fifa thrown turmoil year u swiss author launch separ investig corrupt bodi mr blatter also suspect sign contract unfavour fifa due stand next year say carri role despit crimin proceed
39720944,"The 41-year-old reached the semi-final for the first time since he last lifted the trophy in 2011 with a 13-6 win over Kyren Wilson.
The world number six will now face the winner of Stephen Maguire's match against Barry Hawkins for a place in Sunday's final.
""I believe I can [win], and that's a great feeling to have,"" Higgins said.
""I was close last year, Alan [McManus] pipped me [in the quarter-final],"" he added.
""A couple of years after 2011, I'd been losing, my form wasn't great and you don't think you're going to get back to that one-table set up.
""It's the best place in the world to get out and play and I can't wait to get into the arena tomorrow [Thursday]. I'm buzzing.""
Higgins won all three sessions against Wilson, the world number 16, and believes his game has grown in strength over the course of the tournament.
The Scot considers reigning champion Mark Selby as the favourite for the title, while his pre-competition tip was Hawkins. Yet Higgins is in a good place mentally as he prepares for the semi-final.
""The nerves get more difficult, but I'm more relaxed this year,"" he said.
Media playback is not supported on this device
""I don't know if that's because I feel as if I'm playing OK. At this event, you need to have a few sessions when you have good, frame-winning breaks. I did that against Mark Allen and in the second session against Kyren.
""To win this event you need a couple of sessions when you're dominating the other player. I feel as if my game can be there to do that but I'm sure other players will say the same thing.
""There are some sessions, especially this year, when I couldn't have played any better. I played [Ronnie] O'Sullivan in the final of the Champions and couldn't have played any better. You've just got to hope that comes out in the big matches.""
Maguire was once tipped as a potential world champion by O'Sullivan, and Hawkins said the Scot is benefitting from curbing his socialising at tournaments.
Higgins would like to face his compatriot Maguire in the semi-final, because it would guarantee that a Scot will feature in Sunday's final.
""Everybody's got their own choices in life and us Scots, we maybe like a drink and there's nothing wrong with that,"" Higgins said. ""Life's too short.
""Stephen is a great player and I hope [he] comes through. If he was to beat me, I would be the first one to cheer him to win his first world title.
""But I get on well with Barry as well and I know how difficult he is to beat. In the last few years he's grown into a great champion, because he always had the game and he's got the belief now.""",-year-old reach semi-fin first time sinc last lift trophi - win kyren wilson world number six face winner stephen maguir match barri hawkin place sunday final believ [win] great feel higgin said close last year alan [mcmanus] pip [in quarter-final] ad coupl year lose form great think go get back one-t set best place world get play wait get arena tomorrow [thursday] buzz higgin three session wilson world number believ game grown strength cours tournament scot consid reign champion mark selbi favourit titl pre-competit tip hawkin yet higgin good place mental prepar semi-fin nerv get difficult relax year said medium playback support devic know feel play ok event need session good frame-win break mark allen second session kyren win event need coupl session domin player feel game sure player say thing session especi year play better play [ronnie] sullivan final champion play better got hope come big match maguir tip potenti world champion sullivan hawkin said scot benefit curb socialis tournament higgin would like face compatriot maguir semi-fin would guarante scot featur sunday final everybodi got choic life u scot mayb like drink noth wrong higgin said life short stephen great player hope [he] come beat would first one cheer win first world titl get well barri well know difficult beat last year grown great champion alway game got belief
35884842,"Pte Paul Wilkinson said he asked Pte Cheryl James to choose one of her lovers and pick him or her boyfriend.
The inquest in Woking was told Pte Wilkinson and Pte James had been caught in bed by her boyfriend Sapper Simeon Carr-Minns, known then as Jim.
Pte James was found dead with a bullet wound to the head in November 1995.
The 18-year-old from Llangollen, Denbighshire, was one of four recruits to die at the base in seven years.
Mr Wilkinson, then aged 16, said he spoke to Pte James about 20 minutes before he heard she had died.
He said: ""I just remember saying 'pick one of us, if you want to be friends that would be fine if you want to stay with him'. She said that she did not.""
Mr Wilkinson said he did not try to avoid being seen while the pair talked and he was just sitting in a chair in the cabin while she was on guard duty.
He was eventually seen by a major and told to leave because he should not have been with Pte James while she was on duty, the inquest heard.
He said the officer ""pretty much escorted me back to the barracks"".
The major has previously told the inquest that he did not march Mr Wilkinson off.
The inquest heard that was the last time Mr Wilkinson saw Pte James.
He also told the hearing about his anger and upset after Mr Carr-Minns caught him in bed with Pte James, days before she died.
He said Pte James told him then she was splitting up with Mr Carr-Minns.
Alison Foster QC, representing the James family, suggested to Mr Wilkinson he was ""not just angry"" but ""humiliated"" when Mr Carr-Minns turned up because other people who were also in the room began to tease and laugh at him.
Mr Wilkinson said being caught in bed by her boyfriend ""is not what you want"".
Ms Foster then told Mr Wilkinson the major was certain he had not marched him away and asked: ""Were you aware that you needed to sort out some sort of alibi?""
Mr Wilkinson said he had always given the same account but the other officer remembered it differently.
Ms Foster then recalled a statement from December 2002 in which Mr Wilkinson commented that if he had not been forced off the grounds he could have been facing a murder charge and been in prison.
But Mr Wilkinson denied he had tipped Pte James over the edge.
Ms Foster took Mr Wilkinson through differences in statements he has made and said: ""Your story gets more and more elaborate as time goes by.
""Your upset and humiliation gave you a motive to be seriously angry with Cheryl.
""Is it the case you have been less than truthful for your reason for going to see her on Monday morning?""
But Mr Wilkinson replied: ""No that is not true. I have said all that I remembered.""
Mr Wilkinson was asked if he saw Pte James sitting by a tree, if either of them had messed with her rifle, if he saw an accident happen to her, if he was present when the trigger was pulled, and if he heard the shot - he replied ""no"" to each question.
He had earlier denied he got violent when angry but Ms Foster pointed out he put someone's head through an arcade machine when he thought they were laughing about Pte James's death.
Mr Wilkinson said he had been pushed to breaking point and added: ""I think any other person would have done the same thing.""
A first inquest into Pte James's death in December 1995 recorded an open verdict. This second inquest was ordered after High Court judges quashed the original findings.
The hearing continues.",pte paul wilkinson said ask pte cheryl jame choos one lover pick boyfriend inquest woke told pte wilkinson pte jame caught bed boyfriend sapper simeon carr-minn known jim pte jame found dead bullet wound head novemb -year-old llangollen denbighshir one four recruit die base seven year mr wilkinson age said spoke pte jame minut heard die said rememb say pick one u want friend would fine want stay said mr wilkinson said tri avoid seen pair talk sit chair cabin guard duti eventu seen major told leav pte jame duti inquest heard said offic pretti much escort back barrack major previous told inquest march mr wilkinson inquest heard last time mr wilkinson saw pte jame also told hear anger upset mr carr-minn caught bed pte jame day die said pte jame told split mr carr-minn alison foster qc repres jame famili suggest mr wilkinson angri humili mr carr-minn turn peopl also room began tea laugh mr wilkinson said caught bed boyfriend want m foster told mr wilkinson major certain march away ask awar need sort sort alibi mr wilkinson said alway given account offic rememb differ m foster recal statement decemb mr wilkinson comment forc ground could face murder charg prison mr wilkinson deni tip pte jame edg m foster took mr wilkinson differ statement made said stori get elabor time goe upset humili gave motiv serious angri cheryl case le truth reason go see monday morn mr wilkinson repli true said rememb mr wilkinson ask saw pte jame sit tree either mess rifl saw accid happen present trigger pull heard shot - repli question earlier deni got violent angri m foster point put someon head arcad machin thought laugh pte jame death mr wilkinson said push break point ad think person would done thing first inquest pte jame death decemb record open verdict second inquest order high court judg quash origin find hear continu
35403375,"Doug Richard, 57, allegedly paid for the girl and her 15-year-old friend to travel from Norwich in January 2015.
The jury was told he took them to a Bishopsgate flat, where he spanked the younger girl and had sex with her.
He denies sexual activity with a minor and paying a child for sex.
Mr Richard, a US citizen who lives in Islington, north London, says the sex was consensual and that he ""reasonably believed"" the girl was over 16.
He gave a total of Â£480 to the teenager and her friend, which he says was for ""travel expenses"".
Prosecutor Gino Connor told the jury how Mr Richard met the girl through a US website where he listed his profile as a ""sugar daddy"", while 13-year-old called herself a ""sugar baby"".
During an iChat exchange retrieved from his laptop, the defendant asked her for a ""revealing"" photograph on her hands and knees.
""You are my new daddy I will do anything to keep you happy,"" the girl replied.
They arranged to meet and Mr Richard made a payment of Â£120 through PayPal, the court heard.
The girls travelled to Liverpool Street station on the morning of 2 January, where they met Mr Richard in a nearby cafe.
He asked their ages and they told him they were 16 and 17, the court heard.
Police were alerted after the mother of the older girl noticed a PayPal deposit in her bank account.
An examination of the 13-year-old on 4 January indicted she had suffered an injury that could have been caused by sex.
Mr Richard was arrested the following day at the Lord Milner Hotel in Belgravia.
The court heard he reacted by saying: ""As you can see I am in a lot of trouble.""
The trial continues.",doug richard alleg paid girl -year-old friend travel norwich januari juri told took bishopsg flat spank younger girl sex deni sexual activ minor pay child sex mr richard u citizen live islington north london say sex consensu reason believ girl gave total teenag friend say travel expens prosecutor gino connor told juri mr richard met girl u websit list profil sugar daddi -year-old call sugar babi ichat exchang retriev laptop defend ask reveal photograph hand knee new daddi anyth keep happi girl repli arrang meet mr richard made payment paypal court heard girl travel liverpool street station morn januari met mr richard nearbi cafe ask age told court heard polic alert mother older girl notic paypal deposit bank account examin -year-old januari indict suffer injuri could caus sex mr richard arrest follow day lord milner hotel belgravia court heard react say see lot troubl trial continu
26341324,"The telecommunication company said 11 cables were vandalised in Ealing on Saturday affecting people in the capital and parts of the South East.
BT said the vast majority of customers had been reconnected but engineers were still working on the problem.
The issue has also affected some Plusnet and Talk Talk customers.
BT said broadband, TV and mobile services were unaffected.",telecommun compani said cabl vandalis eal saturday affect peopl capit part south east bt said vast major custom reconnect engin still work problem issu also affect plusnet talk talk custom bt said broadband tv mobil servic unaffect
19212345,"The South African was the fastest qualifier for Saturday's final with a time of one minute 57.67 seconds.
""Caster Semenya is one of the contenders,"" Mutola, who won the 800m Olympic title at the 2000 Olympics, told BBC Africa.
""Pamela Jelimo from Kenya and the Russians are also very, very capable. I'm looking forward to a good final.""
Mutola, 39, set the benchmark for women's 800m running until her retirement in 2008, winning three world titles and the Olympic title in Sydney.
Semenya, who won the 800m title at the 2009 World Championships, asked her ""idol"" Mutola to be her coach at the end of last year with the sole purpose of helping her win Olympic gold.
The 21-year-old looked comfortable in the semi-finals, producing a burst of speed down the back straight to move to the front of the pack and take the line two metres clear of her rivals.
""In 800m you need to be able to run a fast race, and you need to be able to win a tactical slow race,"" explained Mutola, who is in London to fine-tune Semenya's preparations.
""You [need to] combine those two things - so if the race is slow you can win anyway and if the race is fast then it's even better, [as in] the final they'll have to dip under two minutes.
""Since I've got here I've focused more on my athlete Caster Semenya as I know she has to do well, so I'm just enjoying being a coach for the first time.""
Semenya became global news when she was asked to take a gender test by athletics' governing body the International Association of Athletics Federations in the aftermath of winning her world title.
Doubts were raised over her gender because of her muscular physique, running style and sudden improvement in times.
Semenya was suspended for 11 months by the IAAF but was cleared to return to the track in July 2010.
She won silver at last year's World Championships in Daegu despite a back problem.",south african fastest qualifi saturday final time one minut second caster semenya one contend mutola olymp titl olymp told bbc africa pamela jelimo kenya russian also capabl look forward good final mutola set benchmark woman run retir win three world titl olymp titl sydney semenya titl world championship ask idol mutola coach end last year sole purpos help win olymp gold -year-old look comfort semi-fin produc burst speed back straight move front pack take line two metr clear rival need abl run fast race need abl win tactic slow race explain mutola london fine-tun semenya prepar [need to] combin two thing - race slow win anyway race fast even better [as in] final dip two minut sinc got focus athlet caster semenya know well enjoy coach first time semenya becam global news ask take gender test athlet govern bodi intern associ athlet feder aftermath win world titl doubt rais gender muscular physiqu run style sudden improv time semenya suspend month iaaf clear return track juli silver last year world championship daegu despit back problem
30548367,"According to AP, the lawsuits accuse them of serious safety lapses.
Rashad Charjuan Owens has been in jail on murder charges since March after four people died when his car broke through a barrier at the music, film and interactive festival.
The crash, which happened outside the Mohawk venue, also injured 23 people.
Among several wrongful deaths lawsuits was one from the family of Steven Craenmehr, a Dutch music executive, who was knocked off his bike.
His widow and mother claim that SXSW organisers didn't put enough traffic safeguards on the roads for pedestrians during the event, which sees thousands of bands performing at venues across Austin.
""A festival organiser or traffic design consultant of ordinary intelligence would have anticipated the danger,"" the lawsuit says.
Lawyers for SXSW released a statement which read: ""What happened on Red River was a terrible tragedy, caused by Rashad Owen's utter disregard of human life.
""Our hearts continue to ache for those injured and the families of those who lost their lives.
""We look forward to his prosecution for his awful crimes.""
Authorities say that Owens drove his grey Honda Civic through a barricade after an officer on a drink-drive patrol tried stopping the car.
According to police, his blood alcohol level was .114, above Texas' legal driving limit of .08.
In September, a SXSW safety report found that alcohol consumption and overcrowded venues during the event had left Austin facing a ""critical point where public safety could be compromised"" if changes are not made.
Organisers called the report incomplete and said it failed to address root issues.
SXSW is known as one of the world's best platforms for rising music talent.
Follow @BBCNewsbeat on Twitter and Radio1Newsbeat on YouTube",accord ap lawsuit accus serious safeti lap rashad charjuan owen jail murder charg sinc march four peopl die car broke barrier music film interact festiv crash happen outsid mohawk venu also injur peopl among sever wrong death lawsuit one famili steven craenmehr dutch music execut knock bike widow mother claim sxsw organis put enough traffic safeguard road pedestrian event see thousand band perform venu across austin festiv organis traffic design consult ordinari intellig would anticip danger lawsuit say lawyer sxsw releas statement read happen red river terribl tragedi caus rashad owen utter disregard human life heart continu ach injur famili lost live look forward prosecut aw crime author say owen drove grey honda civic barricad offic drink-driv patrol tri stop car accord polic blood alcohol level texa legal drive limit septemb sxsw safeti report found alcohol consumpt overcrowd venu event left austin face critic point public safeti could compromis chang made organis call report incomplet said fail address root issu sxsw known one world best platform rise music talent follow bbcnewsbeat twitter radionewsbeat youtub
37919402,"Mills and Clark improved on the silver they won in London by taking Olympic gold in the women's 470 event in Rio.
Four-time world champion Giles Scott, who won Finn gold at Rio 2016, was nominated for the men's award but it went to Argentina's Santiago Lange.
""I've got the gold medal that was the childhood dream and the goal we set,"" said Clark, 37, who retired after Rio.
Find out how to get into sailing with our special guide.
Mills, 28, added: ""Our whole six years together has been focused on building our team, making it as strong as it can be.
""London was a rushed Olympics where we had 18 months and it was kind of hashed together. Rio we had four years to really get it right and our team is at the centre of this. To finish like this just means everything.""
Media playback is not supported on this device",mill clark improv silver london take olymp gold woman event rio four-tim world champion gile scott finn gold rio nomin men award went argentina santiago lang got gold medal childhood dream goal set said clark retir rio find get sail special guid mill ad whole six year togeth focus build team make strong london rush olymp month kind hash togeth rio four year realli get right team centr finish like mean everyth medium playback support devic
39995133,"Kruse, ranked 10th in the world, beat Italy's Alessio Foconi 15-8 in the final to win the foil.
The 33-year-old was attacked shortly after arriving in Shanghai last week.
""The adrenaline that went through my body was unbelievable,"" said Kruse, who will rise to world number five. ""When I came to fence, I was ready to fight.""
Kruse, who finished fourth at the Rio 2016 Olympic Games, received a bye through the qualifying rounds in Shanghai before beating German fencer Benjamin Kleibrink in his opener.
Further victories over American Nick Itkin, Hong Kong's world number seven Cheung Ka-long, Italian Lorenzo Nista and France's world number six Erwann le Pechoux set up the meeting with Foconi in the showpiece.
""Maybe coming fourth in Rio was the best thing to happen to me,"" said Kruse, who missed out on Great Britain's first Olympic fencing medal in 52 years.
""Had I got a medal then perhaps I wouldn't have had the motivation to carry on.""",kruse rank th world beat itali alessio foconi - final win foil -year-old attack short arriv shanghai last week adrenalin went bodi unbeliev said kruse rise world number five came fenc readi fight kruse finish fourth rio olymp game receiv bye qualifi round shanghai beat german fencer benjamin kleibrink open victori american nick itkin hong kong world number seven cheung ka-long italian lorenzo nista franc world number six erwann le pechoux set meet foconi showpiec mayb come fourth rio best thing happen said kruse miss great britain first olymp fenc medal year got medal perhap motiv carri
40249088,"The plans include a new propylene production unit, with sites in Belgium among locations being considered.
It also plans to increase the ethylene capacity of its crackers at Grangemouth in Scotland and Rafnes in Norway.
Both rely on fracked shale gas being shipped across to Europe from the US.
Ethylene and propylene are key building blocks in the manufacture of plastics.
In a statement, Ineos said its investment would boost the amount of ethylene it can produce at each plant in Grangemouth and Rafnes by about 50%, to more than one million tonnes.
About 150 new jobs are expected to be created at each location, once the expansion of processing units is completed in three to four years' time.
Gerd Franken, from Ineos, said: ""These expansions and new-builds will increase our self-sufficiency in all key olefin products and give further support to our derivative businesses and polymer plants in Europe.
""All our assets will benefit from our capability to import competitive raw materials from the US and the rest of the world.""",plan includ new propylen product unit site belgium among locat consid also plan increas ethylen capac cracker grangemouth scotland rafn norway reli frack shale gas ship across europ u ethylen propylen key build block manufactur plastic statement ineo said invest would boost amount ethylen produc plant grangemouth rafn % one million tonn new job expect creat locat expans process unit complet three four year time gerd franken ineo said expans new-build increas self-suffici key olefin product give support deriv busi polym plant europ asset benefit capabl import competit raw materi u rest world
